机构标准名,总频次,CNKI频次,WOS频次,CSCD频次
中石油长庆油田分公司油藏评价处,1,1,0,0
中石油长庆油田分公司第一采油技术服务处,1,1,0,0
中石油长庆油田分公司第二输油处,1,1,0,0
中石油长庆油田分公司第二采气厂,1,1,0,0
中石油长庆油田分公司第二采油厂樊家川作业区,1,1,0,0
中石油长庆油田分公司第二采油技术服务处,1,1,0,0
中石油长庆油田分公司第五采油厂,1,1,0,0
中石油长庆油田分公司第四采气场,1,1,0,0
中石油长庆油田分公司超低渗透第四项目部,1,1,0,0
中石油长庆油田分公司采油一厂,1,1,0,0
中石油长庆油田分公司采油六厂,1,1,0,0
中石油长庆油田分公司长南气田开发项目部,1,1,0,0
中石油长庆油田分公司长实集团,1,1,0,0
中石油长庆油田第三采气厂,1,1,0,0
中石油长庆油田第二输油处,1,1,0,0
中石油长庆油田第二采气厂,1,1,0,0
中石油长庆油田第八采油厂,1,1,0,0
中石油长庆油田苏丽格南作业分公司,1,1,0,0
中石油长庆油田超低渗油藏第一项目部,1,1,0,0
中石油长庆石化公司,1,1,0,0
中石油集团工程设计有限责任公司西南分公司,1,1,0,0
中石油集团海洋工程有限公司天津分公司试油测试公司,1,1,0,0
中石油青海油田井下作业公司,1,1,0,0
中石油青海油田分公司勘探事业部,1,1,0,0
中石油青海油田分公司天然气开发公司,1,1,0,0
中石油青海油田分公司涩北作业公司,1,1,0,0
中石油青海油田分公司采油一厂,1,1,0,0
中石油青海油田分公司采油二厂,1,1,0,0
中石油青海油田分公司钻采工艺研究院,1,1,0,0
中石油青海油田格尔木炼油厂生产运行二车间,1,1,0,0
中石油青海油田边远油田开发公司,1,1,0,0
中石油青海油田采油三厂,1,1,0,0
中石油非常规油气重点实验室,1,1,0,0
中矿资源勘探股份有限公司,1,1,0,0
中科 炼化有限公司,1,1,0,0
中科华康石油公司,1,1,0,0
中科方德软件有限公司,1,1,0,0
中科炼化有限公司设计技术部,1,1,0,0
中科纳米涂料技术有限公司,1,1,0,0
中科院化学研究所,1,1,0,0
中科院广州地化研究所,1,1,0,0
中科院广州电子技术有限公司,1,1,0,0
中科院广州能源研究所,1,1,0,0
中科院海洋所山东省腐蚀科学重点实验室,1,1,0,0
中科院甘肃省油气资源研究重点实验室,1,1,0,0
中科院研究生院,1,1,0,0
中科院重庆绿色智能技术研究院,1,1,0,0
中粮生化能源有限公司,1,1,0,0
中粮生物化学股份有限公司,1,1,0,0
中联煤层气国家工程中心有限责任公司,1,1,0,0
中联重科土方机械分公司,1,1,0,0
中航工业洪都制造工程部,1,1,0,0
中航工业航空动力机械研究所计量检验理化部,1,1,0,0
中航工业陕西飞机工业有限公司,1,1,0,0
中航黎明锦西化工机械厂检查处,1,1,0,0
中航黎明锦西化工机械厂研究院,1,1,0,0
中航黎明锦西化工机械有限责任公司设计研究院,1,1,0,0
中船第九设计研究院工程有限公司,1,1,0,0
中船重工集团第七○三研究所无锡分部,1,1,0,0
中色金地资源科技有限公司,1,1,0,0
中节能六合天融环保科技有限公司,1,1,0,0
中节能建设工程设计院有限公司,1,1,0,0
中蓝晨光化工研究设计院有限公司,1,1,0,0
中蓝连海设计研究院上海分院,1,1,0,0
中邮人寿保险股份有限公司投资管理中心,1,1,0,0
中钢集团武汉安全环保研究院,1,1,0,0
中钢集团邢台机械轧辊有限公司,1,1,0,0
中铁一局集团第四工程有限公司,1,1,0,0
中铁二十局集团电气化工程有限公司,1,1,0,0
中铁二局股份有限公司,1,1,0,0
中铁十七局集团第一工程有限公司,1,1,0,0
中铁十八局隧道工程有限公司,1,1,0,0
中铁十八局集团建筑安装工程有限公司,1,1,0,0
中铁十八局集团第五工程有限公司,1,1,0,0
中铁十六局集团有限公司,1,1,0,0
中铁第一勘察设计集团有限公司环境与设备处,1,1,0,0
中闰石油天然气股份公司塔里木油田分公司,1,1,0,0
中韩石化武汉乙烯,1,1,0,0
中韩石油化工有限公司环氧芳烃分部,1,1,0,0
中韩石油化工责任有限公司,1,1,0,0
临汾职业技术学院实训部,1,1,0,0
临沧师范高等专科学校,1,1,0,0
临涣选煤厂,1,1,0,0
临盘采油厂作业大队作业12队,1,1,0,0
临盘采油厂供电大队,1,1,0,0
临盘采油厂地质研究所,1,1,0,0
临盘采油厂采油一矿,1,1,0,0
临盘采油厂采油三矿,1,1,0,0
临盘采油厂采油三矿联合站,1,1,0,0
临盘钻探公司,1,1,0,0
丹东万通城市燃气有限公司,1,1,0,0
丹东华润燃气有限公司,1,1,0,0
丹东市技师学院,1,1,0,0
丹江口市汉江医院,1,1,0,0
丹江口市第一医院,1,1,0,0
丽水学院生态学院,1,1,0,0
丽江师范高等专科学校,1,1,0,0
丽珠医药集团股份有限公司,1,1,0,0
久久工贸有限公司,1,1,0,0
义乌市燃气管理处,1,1,0,0
义煤集团杨村煤矿生产科,1,1,0,0
乌克兰国立矿业大学,1,1,0,0
乌克兰油气科学研究院油气处,1,1,0,0
乌兰察布职业学院,1,1,0,0
乌勒特拉阿勒奥瓦普埃尔姆伊布伊勒伊特伊储层研究中心长庆油田公司,1,1,0,0
乌勒特拉阿勒奥瓦普埃尔姆伊布伊勒伊特伊储库研究中心长庆油田公司,1,1,0,0
乌审旗庆港洁能资源利用有限公司,1,1,0,0
乌尔乌姆库伊石油天然气分院公司,1,1,0,0
乌恩克奥恩维埃恩特约恩阿勒天然气研究院,1,1,0,0
乌恩克奥恩维埃恩特约恩阿勒石油天然气勘探生产赫伊德库阿尔特埃尔斯,1,1,0,0
乌恩克奥恩维埃恩特约恩阿勒石油天然气阿克克乌姆乌勒阿特约恩开发,1,1,0,0
乌恩克奥恩维埃恩特约恩阿勒资源勘探开发赫伊德库阿尔特埃尔,1,1,0,0
乌恩克奥恩维埃恩特约恩阿勒资源勘探开发赫伊德库阿尔特埃尔斯,1,1,0,0
乌普克库亚恩勒伊石油技术有限公司公司,1,1,0,0
乌鲁木齐石化公司,1,1,0,0
乌鲁木齐石化公司化肥厂,1,1,0,0
乌鲁木齐石化公司炼油厂,1,1,0,0
乌鲁木齐石化公司监测中心,1,1,0,0
乌鲁木齐石化热电厂,1,1,0,0
乌鲁木齐石化研究院,1,1,0,0
乌鲁木齐石化西峰集团,1,1,0,0
乌鲁木齐石油化工总厂西峰工贸总公司,1,1,0,0
乌鲁木齐职业大学,1,1,0,0
乌鲁木齐输油气分公司,1,1,0,0
乐安县人民医院,1,1,0,0
乐清智华电气有限公司,1,1,0,0
九三学社南通市委员会,1,1,0,0
九冶建设有限公司,1,1,0,0
九台市建筑工程有限公司工程部,1,1,0,0
九江学院化学化工学院,1,1,0,0
九江学院机械与材料工程学院,1,1,0,0
九江市产品质量监督检验所,1,1,0,0
九江市第五人民医院,1,1,0,0
九江检安石化工程有限公司仪表车间,1,1,0,0
九江职业大学,1,1,0,0
九江长江仪表精密液压件厂,1,1,0,0
于都县人民医院,1,1,0,0
云南中国石油昆仑燃气有限公司急修分公司,1,1,0,0
云南中石油昆仑燃气有限公司,1,1,0,0
云南云维集团大为制焦有限公司焦油分厂,1,1,0,0
云南亚太环境工程设计研究有限公司,1,1,0,0
云南伊乌恩瓦伊集团德阿瓦伊克奥克伊恩公司有限公司克奥勒特阿尔分院普勒阿恩特,1,1,0,0
云南保山学院数学系,1,1,0,0
云南克奥勒布埃德姆埃斯阿恩埃资源勘探开发公司,1,1,0,0
云南出入境检验检疫局技术中心,1,1,0,0
云南化工设计院有限公司,1,1,0,0
云南地质调查院,1,1,0,0
云南天安化工有限公司,1,1,0,0
云南天安化工有限公司检修车间,1,1,0,0
云南煤层气资源勘查开发有限公司,1,1,0,0
云南煤炭地质局198队,1,1,0,0
云南特伊恩集团公司有限公司,1,1,0,0
云南电网公司博士后科研工作站,1,1,0,0
云南电网电力研究院,1,1,0,0
云南省丽江市质量技术监督综合检测中心,1,1,0,0
云南省产品质量监督检验研究院,1,1,0,0
云南省化工学校,1,1,0,0
云南省后所煤矿,1,1,0,0
云南省地质矿产勘查开发局中心实验室,1,1,0,0
云南省大理州宾川县地震局,1,1,0,0
云南省有色地质局,1,1,0,0
云南省楚雄州消防支队,1,1,0,0
云南省烟草农业科学研究院,1,1,0,0
云南省煤及煤化工产品质量监督检验中心,1,1,0,0
云南省煤炭地质勘查院,1,1,0,0
云南省石油化工锅炉压力容器检测中心站,1,1,0,0
云南省腾冲县金山地矿科技服务有限公司,1,1,0,0
云南省设计院,1,1,0,0
云南能源职业技术学院,1,1,0,0
云南超越油气勘探有限公司,1,1,0,0
云南锡业集团,1,1,0,0
云南锡业集团有限责任公司,1,1,0,0
云南锡业集团松树脚锡矿,1,1,0,0
云顶石油天然气有限公司,1,1,0,0
井下作业公司修井作业大队,1,1,0,0
井下作业公司技术质量监督中心,1,1,0,0
井下作业公司海洋试油作业大队,1,1,0,0
京山县人民医院,1,1,0,0
京山县妇幼保健院儿科,1,1,0,0
亳州市中药研究所,1,1,0,0
亳州市人民医院,1,1,0,0
亳州市食品药品检验所,1,1,0,0
亳州师范高等专科学校基础教学部,1,1,0,0
亳州师范高等专科学校数学系,1,1,0,0
亳州职业技术学院教务处,1,1,0,0
亳州职业技术学院电子与电气工程系,1,1,0,0
亳州职业技术学院管理学系,1,1,0,0
亳州职业技术学院药学院亳州市中药研究所,1,1,0,0
什乌恩赫瓦能源研究所,1,1,0,0
什乌恩阿恩分部普埃特拉奥奇伊恩阿石油天然气弗耶勒德公司,1,1,0,0
什乌恩阿恩天然气弗耶勒德斯欧斯瓦埃斯特欧伊勒弗耶勒德分院公司,1,1,0,0
什伊克斯伊瓦奥尔克伊恩德伊斯特尔伊克特,1,1,0,0
什伊杰亚兹赫瓦恩尔埃弗伊恩伊恩化工公司斯伊恩奥普埃克,1,1,0,0
什埃勒勒中国勘探生产公司有限公司,1,1,0,0
什埃勒弗石油石油埃库伊普姆埃恩特服务公司有限公司,1,1,0,0
什埃恩兹赫埃恩克乌埃克斯乌布斯伊技术公司有限公司,1,1,0,0
什埃恩兹赫埃恩分院中国海洋石油能源特埃奇奥恩恩奥勒奥格伊服务有限公司,1,1,0,0
什埃恩兹赫埃恩奇伊瓦阿恩斯埃姆布阿瓦阿恩工程有限公司,1,1,0,0
什埃恩兹赫埃恩奥普埃尔阿特伊恩公司克奥斯勒欧伊勒弗耶勒德化工分部,1,1,0,0
什埃恩兹赫埃恩弗阿尔伊斯特石油德拉伊勒勒伊恩工程公司有限公司,1,1,0,0
什埃恩兹赫埃恩瓦伊恩赫阿普克奥姆姆乌恩伊克阿特约恩斯公司,1,1,0,0
什埃恩兹赫埃恩科学院姆埃特拉奥勒奥格伊库阿勒伊特伊伊恩斯普埃克特约恩,1,1,0,0
什埃恩勒伊地球物理公司有限公司,1,1,0,0
什埃恩勒伊地质科学研究院,1,1,0,0
什埃恩勒伊欧伊勒弗勒埃勒德公司,1,1,0,0
什埃恩勒伊欧伊勒弗耶勒德斯伊恩奥什埃恩勒伊工程公司,1,1,0,0
什埃恩勒伊欧伊勒弗耶勒德生产普勒阿恩特,1,1,0,0
什埃恩勒伊欧伊勒弗耶勒德石油生产技术研究院,1,1,0,0
什埃恩勒伊欧伊勒弗耶勒德赫艾伊阿恩石油生产,1,1,0,0
什埃恩勒伊石油生产弗阿克特奥尔伊,1,1,0,0
什埃恩勒伊研究所中国大学,1,1,0,0
什埃恩勒伊职业学院山东,1,1,0,0
什埃恩勒伊职业研究所山东,1,1,0,0
什埃恩赫瓦恩伊恩克斯亚克奥勒集团克奥勒化工分院,1,1,0,0
"什埃恩赫瓦集团兹赫乌恩伊尔能源公司,有限公司",1,1,0,0
什特阿尔科学技术格拉欧普中国大学石油,1,1,0,0
什阿勒埃天然气伊恩维埃斯特姆埃恩特有限公司公司,1,1,0,0
什阿勒埃天然气勘探开发系,1,1,0,0
什阿勒埃天然气埃普普拉奥杰埃克特系中国石油天然气集团奇瓦恩库伊恩德拉伊勒勒伊恩工程公司,1,1,0,0
什阿恩什阿恩石油生产普勒阿恩特特乌赫阿油田公司,1,1,0,0
什阿恩库伊乌理工格阿尔德埃恩弗乌德加工系,1,1,0,0
什阿恩德奥恩赫伊技术化工集团公司有限公司,1,1,0,0
什阿恩恩克斯伊伊阿恩奇阿恩石油集团公司,1,1,0,0
什阿恩恩克斯伊科技大学,1,1,0,0
仁智油田技术服务股份有限公司,1,1,0,0
仁智石化科技股份公司,1,1,0,0
从化市中心医院,1,1,0,0
仙桃市妇幼保健院儿科,1,1,0,0
仙桃市妇幼保健院外科,1,1,0,0
仙桃市妇幼保健院妇科,1,1,0,0
仙桃市妇幼保健院门诊部,1,1,0,0
仙桃市彭场卫生院,1,1,0,0
仙桃市毛嘴中心卫生院,1,1,0,0
仙桃市疾病预防控制中心门诊部,1,1,0,0
仙桃市第一人民医院护理部,1,1,0,0
仙桃市第八中学,1,1,0,0
仙桃市陈场卫生院放射科,1,1,0,0
代县峨口镇中心卫生院妇产科,1,1,0,0
仪器信息网,1,1,0,0
仪征化纤股份有限公司布德奥生产中心,1,1,0,0
仰恩大学,1,1,0,0
任丘市中生潜能石油科技有限公司,1,1,0,0
任丘市中生潜能石油科技有限公司示踪剂项目部,1,1,0,0
任丘市华北石油科盛机电设备有限公司,1,1,0,0
任丘市华北石油管理局器材供应处总库材料检验室,1,1,0,0
伊乌姆埃恩欧伊勒弗耶勒德科学技术信息服务,1,1,0,0
伊乌杰伊普伊普埃分院天然气公司,1,1,0,0
伊克斯伊恩赫埃恩克斯伊恩弗伊恩埃奇埃姆伊克阿勒斯公司有限公司,1,1,0,0
伊勒勒伊恩欧伊斯国家地质斯乌尔维伊分部大学伊勒勒伊恩欧伊斯乌尔布阿恩阿奇阿姆普艾格恩,1,1,0,0
伊埃勒勒奥瓦尔伊维埃尔恩奥3德拉伊勒勒伊恩公司,1,1,0,0
伊奥恩恩伊恩石油生产普勒阿恩特,1,1,0,0
伊姆普阿克特环境咨询,1,1,0,0
伊尔克2014组委会秘书处,1,1,0,0
伊尔阿库公司,1,1,0,0
伊恩奥维阿地球物理设备公司,1,1,0,0
伊恩德普埃恩德埃恩特普拉奥杰埃克特阿恩阿勒伊斯伊斯,1,1,0,0
伊恩恩埃尔姆奥恩奥勒亚自治尔埃格约恩地质矿物勘探伊恩斯特伊特乌特约恩115,1,1,0,0
伊恩斯特伊特乌特埃奥弗格拉伊恩伊恩特埃勒勒伊格埃恩特技术,1,1,0,0
伊恩斯特伊特乌特约恩工程技术,1,1,0,0
伊恩特埃尔恩阿特约恩阿勒国家重点普拉奥杰埃克特分部,1,1,0,0
伊恩特埃尔恩阿特约恩阿勒工程公司,1,1,0,0
伊恩特埃尔恩阿特约恩阿勒德拉伊勒勒伊恩分部中国石油天然气集团西部德拉伊勒勒伊恩工程公司,1,1,0,0
伊恩特埃尔恩阿特约恩阿勒特拉阿德埃公司,1,1,0,0
伊恩特埃尔恩阿特约恩阿勒石油埃普公司,1,1,0,0
伊恩特埃尔恩阿特约恩阿勒石油天然气勘探开发公司,1,1,0,0
伊恩特埃格拉阿特埃德地球物理格埃奥奇埃姆伊克阿勒服务,1,1,0,0
伊恩维埃斯特姆埃恩特中心北京天然气集团公司,1,1,0,0
伊斯特伊特乌特奥恩阿兹约恩阿勒埃德伊奥克伊恩奥格拉阿弗亚埃德伊格埃奥弗伊斯伊克阿斯普埃尔伊姆埃恩特阿勒埃,1,1,0,0
伊斯特奇伊恩阿交通大学,1,1,0,0
伊斯特奇伊恩阿科技大学,1,1,0,0
伊朗石油科技大学,1,1,0,0
伊朗阿姆伊尔克阿布伊尔科技大学,1,1,0,0
伊犁出入境检验检疫局综合技术服务中心,1,1,0,0
伊犁师范学院电子与信息工程学院,1,1,0,0
伊瓦恩布阿天然气弗耶勒德开发克奥恩斯特尔乌克特约恩普拉奥杰埃克特斯,1,1,0,0
伊阿克埃勒阿天然气普勒阿恩特斯伊恩奥普埃克恩奥尔斯瓦埃斯特油田公司,1,1,0,0
伊阿恩什阿恩布拉阿恩奇北京研究研究所化工伊恩德乌斯特尔伊,1,1,0,0
伊阿恩什阿恩石油化工公司,1,1,0,0
伊阿恩克埃姆伊恩埃特阿勒普奥斯特德奥克特奥尔阿勒斯特阿特约恩斯欧斯瓦埃斯特石油公司,1,1,0,0
伊阿恩克瓦恩伊恩特埃尔恩阿特约恩阿勒克奥克伊恩有限公司公司,1,1,0,0
"伊阿恩克瓦恩能源尔德公司,有限公司",1,1,0,0
伊阿恩兹特埃乌恩伊维伊斯伊特伊,1,1,0,0
伊阿恩兹赫欧石油化工公司有限公司,1,1,0,0
伊阿恩奇阿恩石油欧伊勒弗耶勒德化工技术公司,1,1,0,0
伊阿恩尔埃恩弗埃恩,1,1,0,0
伊阿恩斯阿恩分院,1,1,0,0
伊阿恩特兹埃乌恩伊维埃尔克伊特伊,1,1,0,0
伊阿恩特兹埃乌恩伊维埃尔德伊特伊,1,1,0,0
伊阿恩特兹埃尔伊维埃尔大学,1,1,0,0
伊阿恩特埃兹大学,1,1,0,0
伊阿恩赫艾弗埃恩,1,1,0,0
伊阿恩阿恩职业特埃奇恩伊克阿勒学院,1,1,0,0
伊阿赫阿奥普埃尔阿特约恩阿尔伊,1,1,0,0
众通能源技术有限公司,1,1,0,0
优科豪马橡胶有限公司,1,1,0,0
伦敦帝国理工学院,1,1,0,0
低渗透国家工程实验室,1,1,0,0
低渗透国家工程实验室 川庆钻探钻采工程技术研究院,1,1,0,0
低渗透国家重点实验室,1,1,0,0
低渗透油气勘探开发国家工程实验室,1,1,0,0
低渗透油气田勘探开发国家工程实验室 中国石油长庆油田分公司,1,1,0,0
低渗透油气田勘探开发国家工程实验室 川庆钻探工程有限公司钻采工程技术研究院,1,1,0,0
低渗透油气田勘探开发国家工程实验室 川庆钻探钻采工程研究院,1,1,0,0
低渗透油气田勘探开发国家工程实验室 长庆油田油气工艺研究院,1,1,0,0
低渗透油气田勘探开发国家工程实验室中石油长庆油田分公司勘探开发研究院,1,1,0,0
低渗透油气田勘探开发国家工程实验室长庆油田勘探开发研究院,1,1,0,0
佛山威力清环保科技有限公司,1,1,0,0
佛山市化机设备工程有限公司,1,1,0,0
佛山市华禅能燃气设计有限公司,1,1,0,0
佛山市顺德区中心血站检验科,1,1,0,0
佛山市顺德区德美瓦克有机硅有限公司,1,1,0,0
佛山市顺德区港华燃气有限公司,1,1,0,0
佛山市顺德区第一人民医院,1,1,0,0
佛山市顺德区胜狮罐式货柜有限公司,1,1,0,0
佛山科学技术学院医学院病理教研室,1,1,0,0
佳木斯大学,1,1,0,0
佳木斯技师学院,1,1,0,0
供水公司监察大队,1,1,0,0
俄罗斯国立石油天然气大学,1,1,0,0
俄罗斯科学院海洋研究所,1,1,0,0
俄罗斯科学院石油与天然气问题研究所,1,1,0,0
俄罗斯科学院西伯利亚分院 鲍列斯科夫催化研究院,1,1,0,0
保一集团有限公司,1,1,0,0
保利民爆济南科技有限公司,1,1,0,0
保定学院生化系,1,1,0,0
保定市产品质量监督检验所,1,1,0,0
保山学院资源环境学院,1,1,0,0
信丰人民医院,1,1,0,0
信息产业电子第十一设计研究院科技工程股份有限公司,1,1,0,0
信息斯伊斯特埃姆姆阿恩阿格埃姆埃恩特阿普阿尔特姆埃恩特,1,1,0,0
信阳师范学院化学化工学院应用化学研究所,1,1,0,0
信阳职业技术学院数学与计算机学院,1,1,0,0
修水县中医院,1,1,0,0
健雄职业技术学院生物与化学工程系,1,1,0,0
储库地球物理,1,1,0,0
催化材料与反应工程国家重点实验室,1,1,0,0
先进燃料与化学推进剂教育部重点实验室,1,1,0,0
光传感与光探测实验室,1,1,0,0
光洋轴承大连有限公司,1,1,0,0
光电功能材料重庆市重点实验室,1,1,0,0
克乌尔勒埃分院中国石油天然气集团局地球物理勘探公司,1,1,0,0
克乌恩什阿恩克奥恩斯特尔乌克特工程库阿勒伊特伊特埃斯特伊恩中心,1,1,0,0
克乌恩姆伊恩斯伊恩奥特埃奇姆伊恩埃尔阿勒斯勘探公司有限公司,1,1,0,0
克伊姆奇阿克理工大学,1,1,0,0
克伊恩德拉伊姆普乌布勒伊克有限公司公司,1,1,0,0
克克乌斯,1,1,0,0
克克德克四川地球物理公司,1,1,0,0
克克拉全球能源基金,1,1,0,0
克克特埃格克斯亚恩研究院,1,1,0,0
克勒奥斯特赫阿勒大学技术克勒奥斯特赫阿勒兹埃勒勒埃尔弗埃勒德,1,1,0,0
克埃姆埃恩特伊恩公司兹赫奥恩伊瓦恩石油工程公司,1,1,0,0
克埃姆埃恩特伊恩公司布赫德克,1,1,0,0
克埃姆埃恩特伊恩公司斯伊恩奥普埃克兹赫奥恩伊瓦恩欧伊勒弗耶勒德服务公司,1,1,0,0
克埃德奥恩电电力克奥恩特拉奥勒斯伊斯特埃姆公司,1,1,0,0
克埃恩特拉伊克阿能源乌斯特拉伊姆克伊恩斯克勒奥斯埃,1,1,0,0
克埃恩特拉阿勒中国师范大学,1,1,0,0
克埃恩特拉阿勒四川分部斯欧斯瓦埃斯特石油格阿斯弗耶勒德公司,1,1,0,0
克埃恩特拉阿勒四川天然气弗耶勒德普埃特拉奥奇伊恩阿斯欧斯瓦埃斯特石油天然气弗耶勒德公司,1,1,0,0
克奥克克阿斯普赫阿勒特四川有限公司,1,1,0,0
克奥勒储库实验室国家工程研究中心克布姆开发乌特伊勒伊兹阿特约恩,1,1,0,0
克奥勒勒格埃化工工程,1,1,0,0
克奥勒勒阿布奥尔阿特伊维埃创新中心化工科学工程,1,1,0,0
克奥勒勒阿布奥尔阿特伊维埃创新中心化工科学工程天津,1,1,0,0
克奥勒勒阿格埃格埃奥斯克耶恩克埃斯资源,1,1,0,0
克奥勒奥尔阿德奥学院姆伊恩埃斯格奥勒德埃恩公司,1,1,0,0
克奥勒局什维奇埃恩克欧恩特伊贵州普拉奥维伊恩克埃,1,1,0,0
克奥勒布埃德姆埃斯阿恩埃勘探开发分部赫瓦布伊油田公司,1,1,0,0
克奥姆姆奥恩瓦伊勒斯斯克耶恩特伊弗伊克工业研究奥尔格阿恩伊兹阿特约恩,1,1,0,0
克奥尔勒阿格埃恩埃尔阿勒职业特埃奇恩伊克阿勒学院,1,1,0,0
克奥恩特伊恩埃恩特阿勒什埃勒弗石油工程技术公司,1,1,0,0
克布姆分院克奥姆普阿恩伊赫瓦布伊油田公司,1,1,0,0
克恩0德克,1,1,0,0
克恩乌普研究院,1,1,0,0
克恩普克拉德乌什阿恩兹伊石油化工公司,1,1,0,0
克拉玛依区民政局,1,1,0,0
克拉玛依安泰公司,1,1,0,0
克拉玛依安泰公司聚丙烯厂,1,1,0,0
克拉玛依市华隆建筑安装有限责任公司,1,1,0,0
克拉玛依市富城能源有限公司,1,1,0,0
克拉玛依市独山子区建设局,1,1,0,0
克拉玛依市科力节能环保技术有限公司,1,1,0,0
克拉玛依市金鑫科技有限责任公司,1,1,0,0
克拉玛依广陆有限责任公司,1,1,0,0
克拉玛依新捷液化天然气有限公司,1,1,0,0
克拉玛依新科澳油田测试技术服务有限公司,1,1,0,0
克拉玛依新科澳石油天气技术股份有限公司,1,1,0,0
克拉玛依油田,1,1,0,0
克拉玛依油田采油二厂油田地质研究所,1,1,0,0
克拉玛依油田重油开发公司油田地质研究所,1,1,0,0
克拉玛依理工学院筹建办公室,1,1,0,0
克拉玛依石化公司,1,1,0,0
克拉玛依石化公司机动设备处,1,1,0,0
克拉玛依石化公司第四联合车间,1,1,0,0
克拉玛依石化公司锅炉压力容器检验研究所,1,1,0,0
克拉玛依红山油田有限责任公司研究所,1,1,0,0
克拉玛依红有软件公司,1,1,0,0
克拉玛依红有软件有限公司,1,1,0,0
克拉玛依职业技术学院机械工程系,1,1,0,0
克拉玛依采油二厂油田地质研究所化验室,1,1,0,0
克拉阿弗特赫阿瓦克伊恩斯系石油工程,1,1,0,0
克斯亚恩姆奥尔埃尔石油工程实验室,1,1,0,0
克斯亚恩姆奥德埃尔恩奇埃姆伊斯伊特拉伊研究院,1,1,0,0
克斯亚恩赫埃石油生产普勒阿恩特斯伊恩奥普埃克什埃恩勒伊欧伊勒弗耶勒德公司,1,1,0,0
克斯亚恩赫埃石油生产普勒阿恩特斯伊恩奥普埃克什埃恩勒伊油田公司,1,1,0,0
克斯亚恩长庆工程技术有限公司勒亚布伊勒伊特伊公司,1,1,0,0
克斯亚恩长庆斯克耶恩特伊弗伊克特埃奇恩奥勒奥格伊克阿勒工程公司,1,1,0,0
克斯伊尔奥地球科学资源工程布埃恩特勒伊奥斯特尔阿勒亚普奥布奥克斯1130,1,1,0,0
克斯伊布乌德拉伊勒勒伊恩勒奥格格伊恩公司,1,1,0,0
克斯伊布伊工程公司有限公司,1,1,0,0
克斯伊恩克斯伊恩重质伊恩德乌斯特尔耶斯公司,1,1,0,0
克斯伊恩兹赫欧分院,1,1,0,0
克斯伊恩奇乌恩石油普勒阿恩特,1,1,0,0
克斯伊恩奇乌恩石油生产公司,1,1,0,0
克斯伊恩德伊能源工程技术公司,1,1,0,0
克斯伊恩杰亚恩油田公司,1,1,0,0
克斯伊恩阿恩分院,1,1,0,0
克斯伊阿恩中心地质斯乌尔维伊,1,1,0,0
克斯伊阿恩姆阿克斯斯乌恩克奥尔埃斯恩埃瓦材料公司有限公司,1,1,0,0
克斯斯伊乌,1,1,0,0
克斯斯埃格北京2014国际地球物理会议暨展览学术委员会,1,1,0,0
克斯阿恩长庆斯克耶恩特伊弗伊克特埃奇恩奥勒奥格伊克阿勒工程公司,1,1,0,0
克普普恩奥1克奥恩斯特尔乌克特约恩公司,1,1,0,0
克普阿尔姆大学得克萨斯奥斯特伊恩,1,1,0,0
克阿姆埃尔奥恩姆伊斯乌尔埃姆埃恩特系统公司,1,1,0,0
克阿尔阿姆艾电普勒阿恩特,1,1,0,0
克阿尔阿姆艾职业特埃奇恩伊克阿勒研究所,1,1,0,0
克阿尔阿姆艾赫奥恩什阿恩欧伊勒弗耶勒德公司,1,1,0,0
克阿恩兹赫欧克伊特伊化工伊恩德乌斯特尔伊研究所,1,1,0,0
克阿恩兹赫欧职业学院技术,1,1,0,0
克阿特阿勒伊斯特公司库伊勒乌分部,1,1,0,0
克阿特阿勒伊斯特库伊勒乌公司,1,1,0,0
兖州国泰化工有限公司,1,1,0,0
兖州煤业股份有限公司兴隆庄煤矿,1,1,0,0
兖州煤业鄂尔多斯能化有限公司,1,1,0,0
兖矿华聚能源东滩矿电厂,1,1,0,0
兖矿国泰化工有限公司空分车间,1,1,0,0
兖矿电铝分公司电解铝厂质量控制中心,1,1,0,0
兖矿集团华聚能源公司,1,1,0,0
兖矿集团华聚能源公司济二矿电厂,1,1,0,0
兖矿集团唐村实业公司,1,1,0,0
兖矿集团国宏化工有限责任公司,1,1,0,0
兖矿集团有限公司国宏化工有限责任公司,1,1,0,0
兖矿集团有限公司峄山化工有限责任公司,1,1,0,0
兖矿集团济宁化工机械厂,1,1,0,0
兖矿集团贵州开阳化工有限公司,1,1,0,0
兖矿集团邹城金明机电有限公司,1,1,0,0
兖矿集团鄂尔多斯能化有限公司,1,1,0,0
兖矿鲁南化工有限公司,1,1,0,0
全俄石油地质勘探科学研究所,1,1,0,0
全国化工自控设计技术中心站,1,1,0,0
全国化工节能中心,1,1,0,0
全国牙膏蜡制品标准化中心,1,1,0,0
全球物流有限公司,1,1,0,0
八一农垦大学,1,1,0,0
公司勘探,1,1,0,0
公安县妇幼保健院产科,1,1,0,0
公安县妇幼保健院儿科,1,1,0,0
公安县妇幼保健院手术室,1,1,0,0
公安县妇幼保健院新生儿科,1,1,0,0
公安县妇幼保健院超声科,1,1,0,0
公安县杨家厂卫生院,1,1,0,0
公安县疾病预防控制中心血吸虫病预防所,1,1,0,0
公安县眼科医院,1,1,0,0
公安部天津消防研究所,1,1,0,0
六安职业技术学院建筑系,1,1,0,0
六安职业技术学院经贸系,1,1,0,0
