机构标准名,总频次,CNKI频次,WOS频次,CSCD频次
兰州交通大学环境与市政工程,1,1,0,0
兰州传热与节能工程技术研究中心,1,1,0,0
兰州兰洛炼化设备有限公司,1,1,0,0
兰州兰石化工机械技术工程有限公司,1,1,0,0
兰州兰石换热设备有限公司,1,1,0,0
兰州兰石机械集团有限公司,1,1,0,0
兰州兰石球罐工程有限责任公司,1,1,0,0
兰州兰石石油装备工程有限公司,1,1,0,0
兰州兰石能源装备工程研究院,1,1,0,0
兰州兰石重型装备制造公司炼化设备公司,1,1,0,0
兰州兰石重型装备股份公司炼化分公司,1,1,0,0
兰州军区油料监督处,1,1,0,0
兰州军区联勤部油料监督处,1,1,0,0
兰州化工研究中心,1,1,0,0
兰州商学院信息工程学院,1,1,0,0
兰州城临石油钻采设备有限公司,1,1,0,0
兰州大洋化学有限责任公司,1,1,0,0
兰州市城市建设设计院,1,1,0,0
兰州市水电勘测设计院,1,1,0,0
兰州石化公司,1,1,0,0
兰州石化公司 设备维修公司,1,1,0,0
兰州石化公司催化剂厂,1,1,0,0
兰州石化公司化工储运厂,1,1,0,0
兰州石化公司化工研究院,1,1,0,0
兰州石化公司客运分公司,1,1,0,0
兰州石化公司污水处理厂,1,1,0,0
兰州石化公司油品储运厂,1,1,0,0
兰州石化公司炼油厂油品储运联合车间,1,1,0,0
兰州石化公司环境监测与管理部,1,1,0,0
兰州石化公司电仪事业部,1,1,0,0
兰州石化公司石油化工厂,1,1,0,0
兰州石化公司矿区服务事业部三联公司安全科,1,1,0,0
兰州石化公司自动化研究院,1,1,0,0
兰州石化公司计量部,1,1,0,0
兰州石化化肥厂,1,1,0,0
兰州石化职业技术学院机械工程系,1,1,0,0
兰州石化职业技术学院石化系,1,1,0,0
兰州科庆仪器仪表有限责任公司,1,1,0,0
兰州路博润兰炼添加剂有限公司营运部,1,1,0,0
兰州输气分公司,1,1,0,0
兰州输油气分公司,1,1,0,0
兰德伟业科技集团有限公司,1,1,0,0
兰成渝输油分公司,1,1,0,0
兰石机械设备有限公司,1,1,0,0
关天投资有限公司,1,1,0,0
兴业证券股份有限公司,1,1,0,0
兴化市人民医院,1,1,0,0
兴化市第五人民医院,1,1,0,0
兴隆台采油厂作业二区,1,1,0,0
兵器工业东北压力容器检测站,1,1,0,0
兵器工业卫生研究所,1,1,0,0
兵器工业集团盘锦北方沥青股份有限公司,1,1,0,0
兹埃特阿瓦阿尔埃公司,1,1,0,0
兹普埃布伊恩特埃尔恩阿特约恩阿勒,1,1,0,0
兹普埃布克埃姆埃恩特伊恩公司,1,1,0,0
兹赫乌奇埃恩赫奥恩,1,1,0,0
兹赫乌赫艾分院公司,1,1,0,0
兹赫埃恩兹赫欧环境姆奥恩伊特奥尔伊恩德埃特阿奇姆埃恩特,1,1,0,0
兹赫埃恩兹赫欧研究所勒伊格特伊恩德乌斯特尔伊,1,1,0,0
兹赫埃恩赫瓦石油赫奥勒德伊恩斯有限公司,1,1,0,0
兹赫埃恩赫艾尔埃弗伊恩伊恩化工公司斯伊恩奥普埃克,1,1,0,0
兹赫奥恩伊瓦恩欧伊勒弗耶勒德分院,1,1,0,0
兹赫奥恩伊瓦恩欧伊勒弗耶勒德普奥斯特德奥克特奥尔阿勒瓦奥尔克斯特阿特约恩,1,1,0,0
兹赫奥恩克埃赫瓦克阿恩石油公司,1,1,0,0
兹赫欧勒伊伊恩德乌斯特尔伊上海公司有限公司,1,1,0,0
兹赫欧特伊恩库阿恩,1,1,0,0
兹赫阿奥兹赫欧分院,1,1,0,0
兹赫阿奥赫奥恩杰乌恩,1,1,0,0
兹赫阿恩杰亚恩分院中国海洋石油,1,1,0,0
冀东油田井下作业公司人事组织科,1,1,0,0
冀东油田井下作业公司机动科,1,1,0,0
冀东油田公司工程监督中心,1,1,0,0
冀东油田公司机械公司,1,1,0,0
冀东油田公司油气集输公司油气处理厂,1,1,0,0
冀东油田公司生产运行处,1,1,0,0
冀东油田公司陆上作业区采油五区,1,1,0,0
冀东油田分公司勘探开发建设项目部,1,1,0,0
冀东油田分公司勘探开发研究院,1,1,0,0
冀东油田分公司油气集输公司,1,1,0,0
冀东油田南堡作业区采油一区,1,1,0,0
冀东油田基建工程处,1,1,0,0
冀东油田安全环保监督中心,1,1,0,0
冀东油田工程技术处采油工程科,1,1,0,0
冀东油田数字化项目部,1,1,0,0
冀东油田机械有限责任公司,1,1,0,0
冀东油田档案信息中心,1,1,0,0
冀东油田油气销售公司,1,1,0,0
冀东油田油气集输公司南堡联合站,1,1,0,0
冀东油田油气集输公司老爷庙联合站,1,1,0,0
冀东油田设计公司,1,1,0,0
冀东油田质量安全环保处,1,1,0,0
冀东油田钻采研究院,1,1,0,0
冀东油田陆上作业区,1,1,0,0
冀东油田陆上作业区工程技术科,1,1,0,0
冀东油田陆上作业区监督站,1,1,0,0
冀东油田陆上作业区采油一区,1,1,0,0
冀东油田陆上作业区采油三区,1,1,0,0
冀东油田陆上作业区采油五区,1,1,0,0
冀东油田陆上作业区采油六区,1,1,0,0
冀东油田陆上油田作业区作业三区,1,1,0,0
冀东油田陆上油田作业区地质所,1,1,0,0
冀东油田陆上油田作业区生产运行科,1,1,0,0
冀东油田陆上油田采油二区,1,1,0,0
冀东石油机械有限责任公司修理分公司,1,1,0,0
冀东石油机械有限责任公司自控分公司,1,1,0,0
冀中能源井矿集团凤山化工分公司,1,1,0,0
冀北电力有限公司技能培训中心,1,1,0,0
内江市特种设备监督检验所,1,1,0,0
内江职业技术学院,1,1,0,0
内蒙古中煤蒙大新能源化工有限责任公司烯烃项目部,1,1,0,0
内蒙古交通职业学院,1,1,0,0
内蒙古交通职业技术学院机械工程系,1,1,0,0
内蒙古交通设计研究院有限责任公司,1,1,0,0
内蒙古伊泰化工有限责任公司,1,1,0,0
内蒙古伊泰煤制油有限责任公司,1,1,0,0
内蒙古包头神华包头煤化工分公司,1,1,0,0
内蒙古包头轻工职业技术学院自动化学院,1,1,0,0
内蒙古包钢和发稀土有限公司,1,1,0,0
内蒙古包钢钢联股份有限公司技术中心,1,1,0,0
内蒙古医学院药学院,1,1,0,0
内蒙古华地方圆设计研究有限责任公司,1,1,0,0
内蒙古博源联合化工有限公司,1,1,0,0
内蒙古呼和浩特中国石油华北化工销售呼和浩特分公司,1,1,0,0
内蒙古呼和浩特石化公司,1,1,0,0
内蒙古国华准格尔发电有限责任公司,1,1,0,0
内蒙古国电能源投资有限公司,1,1,0,0
内蒙古地质勘查有限责任公司,1,1,0,0
内蒙古大唐国际克旗煤制天然气公司,1,1,0,0
内蒙古大唐国际克旗煤制天然气有限责任公司,1,1,0,0
内蒙古大唐国际克期煤制天然气有限公司,1,1,0,0
内蒙古师范大学,1,1,0,0
内蒙古煤炭地质调查院,1,1,0,0
内蒙古煤田地质局勘测队,1,1,0,0
内蒙古神舟硅业有限责任公司,1,1,0,0
内蒙古第一机械制造集团有限责任公司,1,1,0,0
内蒙古自治区一一五地质矿产勘查开发院,1,1,0,0
内蒙古自治区煤田地质局109勘探队,1,1,0,0
内蒙古自治区第二地质矿产勘查开发院,1,1,0,0
内蒙古自治区第四地质矿产勘查开发院技术部,1,1,0,0
内蒙古自治区赤峰市内蒙古大唐国际克什克腾煤制天然气有限责任公司,1,1,0,0
内蒙古苏里格天然气化工有限公司,1,1,0,0
内蒙古蒙大新能源化工基地开发有限公司,1,1,0,0
内蒙古西部天然气管道运行有限责任公司,1,1,0,0
内蒙古赤峰市产品质量计量检测所,1,1,0,0
内蒙古通辽市劳动安全卫生检测站,1,1,0,0
内蒙古锡林郭勒盟多伦县大唐多伦煤化工有限责任公司,1,1,0,0
内蒙古锡林郭勒职业学院,1,1,0,0
内蒙古霍煤鸿骏铝电有限责任公司,1,1,0,0
军事医学科学院卫生勤务与医学情报研究所,1,1,0,0
军事医学科学院卫生装备研究所,1,1,0,0
军事经济学院离职干部休养所,1,1,0,0
军械工程学院理化教研室,1,1,0,0
军械技术研究所,1,1,0,0
农业部木薯种质资源保护与利用重点实验室,1,1,0,0
农业部热带作物产品加工重点开放实验室,1,1,0,0
冶金装备及其控制教育部重点实验室,1,1,0,0
准东采油厂技术监督站,1,1,0,0
凤城油田作业区,1,1,0,0
凯里学院体育学院,1,1,0,0
出土木漆器保护国家文物局重点科研基地,1,1,0,0
分部弗伊恩埃斯普埃克亚勒奇埃姆伊克阿勒斯,1,1,0,0
分院斯伊恩奥普埃克,1,1,0,0
利津县科技局,1,1,0,0
前郭石化分公司,1,1,0,0
加拿大卡尔加里大学,1,1,0,0
加拿大粉体流冷却科学公司中国服务中心,1,1,0,0
加拿大自然资源部加拿大地质调查局,1,1,0,0
劳氏船级社中国有限公司,1,1,0,0
勒乌兹赫欧天然气德伊斯特尔伊克特,1,1,0,0
勒乌勒亚恩奥普埃尔阿特约恩斯埃克特约恩新疆石油弗耶勒德,1,1,0,0
勒乌勒亚恩生产普勒阿恩特,1,1,0,0
勒乌姆伊恩公司,1,1,0,0
勒乌姆伊恩公司什埃恩勒伊油田公司,1,1,0,0
勒乌姆伊恩分院公司,1,1,0,0
勒乌姆伊恩石油开发公司,1,1,0,0
勒乌布拉伊克阿恩特斯尔德研究所普埃特拉奥奇伊恩阿,1,1,0,0
勒乌恩恩阿恩奥普埃尔阿特约恩阿尔伊,1,1,0,0
勒乌欧伊阿恩工程有限公司公司斯埃格斯伊恩奥普埃克,1,1,0,0
勒乌欧伊阿恩石油化工工程有限公司,1,1,0,0
勒亚奥克斯伊恩石油天然气开发公司,1,1,0,0
勒亚欧伊阿恩石油化工公司,1,1,0,0
勒伊恩普阿恩生产普勒阿恩特,1,1,0,0
勒伊维兹奥恩医学集团公司有限公司,1,1,0,0
勒奥格格伊恩研究斯埃克特约恩,1,1,0,0
勒奥格格伊恩青海布乌斯伊恩埃斯斯分部,1,1,0,0
勒奥瓦格拉阿德埃石油天然气资源开发分部斯欧斯瓦埃斯特石油格阿斯弗耶勒德公司,1,1,0,0
勒阿奥杰乌恩姆亚奥奥普埃尔阿特约恩阿尔伊,1,1,0,0
勒阿奥杰乌恩姆亚奥奥普埃尔阿特约恩阿尔伊伊乌姆埃恩欧伊勒弗耶勒德,1,1,0,0
勒阿奥杰乌恩姆亚奥欧伊勒弗耶勒德奥普埃尔阿特约恩德伊斯特尔伊克特,1,1,0,0
勒阿尔伊格弗阿恩分院,1,1,0,0
勒阿恩兹赫欧奇埃恩勒伊恩石油德拉伊勒勒伊恩埃库伊普姆埃恩特公司有限公司,1,1,0,0
勒阿恩兹赫欧普拉埃特拉奥奇埃姆伊克阿勒研究院,1,1,0,0
勒阿恩兹赫欧研究中心普埃特拉奥奇伊恩阿,1,1,0,0
勒阿恩奇埃恩伊乌石油特拉阿恩斯普奥尔特约恩分院公司,1,1,0,0
勒阿恩弗阿恩分院普埃特拉奥勒埃乌姆勘探开发研究院,1,1,0,0
勒阿恩弗阿恩分院普埃特拉奥奇伊恩阿尔伊普埃德,1,1,0,0
勒阿恩弗阿恩分院石油勘探开发尔伊奇埃赫研究所,1,1,0,0
勒阿恩弗阿恩德奥恩弗阿恩理工学院,1,1,0,0
勒阿恩普埃克特埃奇恩奥勒奥格耶斯有限公司,1,1,0,0
勘探乌特伊勒伊特伊系德阿格阿恩欧伊勒弗耶勒德,1,1,0,0
勘探公司新疆欧伊勒弗耶勒德,1,1,0,0
勘探公司特乌赫阿油田公司,1,1,0,0
勘探分部斯欧斯瓦埃斯特石油天然气公司,1,1,0,0
勘探分院公司斯伊恩奥普埃克,1,1,0,0
勘探埃克斯普勒欧伊特阿特约恩系塔里木油田公司,1,1,0,0
勘探开发斯克耶恩特伊弗伊克研究研究所斯伊恩奥普埃克兹赫奥恩伊瓦恩油田公司,1,1,0,0
勘探开发研究伊恩斯特伊特韦,1,1,0,0
勘探开发研究所伊乌姆埃恩欧伊勒弗耶勒德,1,1,0,0
勘探开发研究所兹赫奥恩伊瓦恩油田公司,1,1,0,0
勘探开发研究所德奥恩布伊分院,1,1,0,0
勘探开发研究所德阿库伊恩欧伊勒弗耶勒德公司有限公司,1,1,0,0
勘探开发研究所斯伊恩奥普埃克斯欧斯瓦埃斯特石油天然气公司,1,1,0,0
勘探开发研究所江汉欧伊勒弗耶勒德,1,1,0,0
勘探开发研究所渤海石油弗耶勒德,1,1,0,0
勘探开发研究研究所德阿格阿恩欧伊勒弗耶勒德分院,1,1,0,0
勘探开发研究研究所江汉油田公司,1,1,0,0
勘探开发阿弗弗艾尔斯系,1,1,0,0
勘探德埃维埃勒奥普伊恩研究所,1,1,0,0
勘探斯欧斯分院公司,1,1,0,0
勘探生产研究伊恩斯特伊特乌德埃,1,1,0,0
勘探生产研究研究所斯伊恩奥普埃克恩奥尔斯瓦埃斯特公司,1,1,0,0
勘探生产研究研究所斯伊恩奥普埃克斯欧斯瓦埃斯特公司,1,1,0,0
勘探生产研究研究所斯伊恩奥普埃克江汉油田公司,1,1,0,0
勘探生产研究研究所普埃特拉奥奇伊恩阿,1,1,0,0
勘探研究所,1,1,0,0
勘探系中国海洋石油,1,1,0,0
勘探系普埃特拉奥奇伊恩阿特乌赫阿油田公司,1,1,0,0
勘探系普埃特拉奥奇伊恩阿赫瓦布伊油田公司,1,1,0,0
勘探系江汉欧伊勒弗耶勒德分院斯伊恩奥普埃克集团,1,1,0,0
勘探系赫瓦布伊油田公司,1,1,0,0
包头师范学院,1,1,0,0
包头消防支队青山消防大队,1,1,0,0
包头钢铁职业技术学院,1,1,0,0
化学化工工程研究所斯欧斯瓦埃斯特石油大学,1,1,0,0
化学品安全控制国家重点实验室 中国石油化工股份有限公司青岛安全工程研究院,1,1,0,0
化学品安全控制国家重点实验室中国石油化工股份有限公司青岛安全工程研究院,1,1,0,0
化学工业设备质量监督检验中心,1,1,0,0
化学布约勒奥格伊克阿勒工程,1,1,0,0
化学材料斯克耶恩克埃福建师范大学,1,1,0,0
化学环境,1,1,0,0
化学环境理工学院,1,1,0,0
化学研究所公司,1,1,0,0
化州市疾病预防控制中心,1,1,0,0
化工伊恩德乌斯特尔伊工程斯奥克耶特伊中国,1,1,0,0
化工伊恩德乌斯特尔伊生态研究所,1,1,0,0
化工出版社,1,1,0,0
化工工程德埃普阿尔特姆埃恩特布阿布奥勒理工大学,1,1,0,0
化工工程技术,1,1,0,0
化工工程环境研究所伊阿恩特兹埃大学,1,1,0,0
化工部长沙设计研究院,1,1,0,0
北京三聚创洁科技发展有限公司,1,1,0,0
北京世恒达科技有限公司,1,1,0,0
北京世纪国瑞环境工程技术有限公司,1,1,0,0
北京东方石化有限公司东方化工厂检测计量中心,1,1,0,0
北京东方联创地球物理技术有限公司,1,1,0,0
北京东方雨虹防水技术股份有限公司,1,1,0,0
北京中亚时代能源技术有限公司,1,1,0,0
北京中农绿亨种子科技有限公司,1,1,0,0
北京中国勒伊恩伊维埃尔斯伊特伊普埃特拉阿勒埃乌姆,1,1,0,0
北京中国大学格埃奥斯克耶恩克埃,1,1,0,0
北京中国石油埃维埃尔布拉伊格特能源技术公司有限公司,1,1,0,0
北京中国石油天然气克埃恩特埃尔奇伊恩阿大学石油,1,1,0,0
北京中大能环工程技术有限公司,1,1,0,0
北京中安盛泰科技有限公司,1,1,0,0
北京中寰工程管理有限公司,1,1,0,0
北京中油吉亚科技发展有限公司,1,1,0,0
北京中海油工程建设有限公司,1,1,0,0
北京中海海油燃气有限公司,1,1,0,0
北京中海石油研究中心,1,1,0,0
北京中生代计算机技术有限公司,1,1,0,0
北京中盈安信技术服务有限公司,1,1,0,0
北京中科华誉能源技术发展有限责任公司,1,1,0,0
北京中联煤层气国家工程研究中心有限责任公司,1,1,0,0
北京亚太摩尔自动化设备有限公司,1,1,0,0
北京亚视文化传播中心,1,1,0,0
北京交通职业技术学院,1,1,0,0
北京产业安全与发展研究基地,1,1,0,0
北京京润新技术发展有限责任公司,1,1,0,0
北京亿维讯科技有限公司,1,1,0,0
北京什伊德阿赫乌伊阿恩石油科学技术开发公司,1,1,0,0
北京伊阿恩什阿恩石油化工公司,1,1,0,0
北京众博达石油科技有限公司,1,1,0,0
北京众博达石油科技有限公司西安分公司,1,1,0,0
北京侏罗纪软件股份有限公司,1,1,0,0
北京克埃德奥恩电电力克奥恩特拉奥勒斯伊斯特埃姆公司,1,1,0,0
北京兴安洁能源技术有限公司,1,1,0,0
北京兴油工程项目管理有限公司,1,1,0,0
北京兴油工程项目管理有限公司河北省分公司,1,1,0,0
北京军区油料训练大队,1,1,0,0
北京农学院园林学院,1,1,0,0
北京农学院城乡发展学院,1,1,0,0
北京凯泰汇龙机电设备有限公司,1,1,0,0
北京勘察技术工程有限公司,1,1,0,0
北京勘源科技有限公司,1,1,0,0
北京化工四厂,1,1,0,0
北京化工大学碳纤维及功能高分子教育部重点试验室,1,1,0,0
北京化工大学苏州研究研究所,1,1,0,0
北京华油光大能源技术有限公司,1,1,0,0
北京华油天然气有限责任公司,1,1,0,0
北京华油惠博普科技股份有限公司,1,1,0,0
北京华油油气技术开发有限公司增产技术部,1,1,0,0
北京华油鑫业工程技术有限公司,1,1,0,0
北京南车时代机车车辆机械有限公司技术中心,1,1,0,0
北京博豪罗根石油技术有限公司,1,1,0,0
北京博达吉泰科技有限公司,1,1,0,0
北京博鼎诚工程设计有限公司,1,1,0,0
北京吉天仪器有限公司,1,1,0,0
北京吉奥特能源科技有限责任公司,1,1,0,0
北京嘉和无限科技有限公司,1,1,0,0
北京国家工程实验室普伊普埃勒伊恩埃斯阿弗埃特伊奇伊恩阿大学,1,1,0,0
北京国家游泳中心有限责任公司,1,1,0,0
北京国家重点实验室地质普拉奥克埃斯斯埃斯矿物资源中国大学,1,1,0,0
北京国家重点实验室石油资源普拉奥斯普埃克特伊恩奇伊恩阿大学,1,1,0,0
北京国电华北电力工程有限公司,1,1,0,0
北京国电龙源环保工程有限公司,1,1,0,0
北京地质工程设计研究院,1,1,0,0
北京城建建设工程有限公司,1,1,0,0
北京大地高科煤层气工程技术研究院,1,1,0,0
北京大学深圳医院,1,1,0,0
北京天江源科技有限公司,1,1,0,0
北京天然气管道公司,1,1,0,0
北京天然气管道公司永唐秦输气管道处,1,1,0,0
北京奇奥恩克埃赫伊格技术开发公司,1,1,0,0
北京奇想达科技有限公司,1,1,0,0
北京奥弗弗伊克埃赫阿勒勒伊布乌尔特奥恩伊恩特埃尔恩阿特约恩阿勒,1,1,0,0
北京奥特奥姆阿特伊克克奥恩特拉奥勒埃库伊普姆埃恩特研究所,1,1,0,0
北京奥能恒业能源技术有限公司,1,1,0,0
北京姆阿杰奥尔普拉奥杰埃克特斯克奥恩斯特尔乌克特约恩赫伊德库阿尔特埃尔斯奥弗弗伊克埃,1,1,0,0
北京安图派普信息技术有限公司,1,1,0,0
北京安科管道工程科技有限公司,1,1,0,0
北京尔奥德工程库阿勒伊特伊斯乌普埃尔维伊斯约恩斯特阿特约恩,1,1,0,0
北京尔瓦恩德阿奥技术有限公司公司,1,1,0,0
北京尔维奇埃恩技术公司,1,1,0,0
北京市公安局消防局燕山消防科,1,1,0,0
北京市公用事业科学研究所,1,1,0,0
北京市勘察设计研究院有限公司,1,1,0,0
北京市和平里医院,1,1,0,0
北京市国土资源信息开发研究重点实验室,1,1,0,0
北京市地热研究院,1,1,0,0
北京市密云县质量技术监督局特种设备检测所,1,1,0,0
北京市射线应用研究中心北京市科学技术研究院辐射新材料重点实验室,1,1,0,0
北京市射线应用研究中心辐射新材料北京市重点实验室,1,1,0,0
北京市房地产科学技术研究所,1,1,0,0
北京市普利门电子科技有限公司,1,1,0,0
北京市朝阳区高安屯卫生填埋场,1,1,0,0
北京市温室气体封存与石油开采利用重点实验室,1,1,0,0
北京市温室气体封存与资源化利用重点实验室,1,1,0,0
北京市煤气热力工程设计院有限公司,1,1,0,0
